GW,SLR,Community,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
111,50,Cypress Landing,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Cypress Landing,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Cypress Landing,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Cypress Landing,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Cypress Landing,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Cypress Landing,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Pantego,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Pinetown,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,River Road,Beaufort County,NC,EM1,5,0.0092,5,0.0092,5,0.0092
111,50,River Road,Beaufort County,NC,EM2,3,0.0667,3,0.0667,3,0.0667
111,50,River Road,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,River Road,Beaufort County,NC,EM4,2,0.0094,2,0.0094,2,0.0094
111,50,River Road,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,River Road,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Unincorporated Beaufort,Beaufort County,NC,EM1,87,0.0139,87,0.0139,87,0.0139
111,50,Unincorporated Beaufort,Beaufort County,NC,EM2,38,0.0207,38,0.0207,38,0.0207
111,50,Unincorporated Beaufort,Beaufort County,NC,EM3,12,0.0099,12,0.0099,12,0.0099
111,50,Unincorporated Beaufort,Beaufort County,NC,EM4,29,0.0227,29,0.0227,29,0.0227
111,50,Unincorporated Beaufort,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Unincorporated Beaufort,Beaufort County,NC,EM6,8,0.0053,8,0.0053,8,0.0053
111,50,Washington,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,50,Washington,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Washington,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,50,Washington,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Washington,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Washington,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,50,Washington Park,Beaufort County,NC,EM1,4,0.1250,4,0.1250,4,0.1250
111,50,Washington Park,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,50,Washington Park,Beaufort County,NC,EM3,4,0.2105,4,0.2105,4,0.2105
111,50,Washington Park,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,50,Washington Park,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,50,Washington Park,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Aurora,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Bath,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Bayview,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Belhaven,Beaufort County,NC,EM1,353,0.6304,353,0.6304,353,0.6304
111,100,Belhaven,Beaufort County,NC,EM2,122,0.6162,122,0.6162,122,0.6162
111,100,Belhaven,Beaufort County,NC,EM3,34,0.9189,34,0.9189,34,0.9189
111,100,Belhaven,Beaufort County,NC,EM4,155,0.6889,155,0.6889,155,0.6889
111,100,Belhaven,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Belhaven,Beaufort County,NC,EM6,42,0.4200,42,0.4200,42,0.4200
111,100,Chocowinity,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Chocowinity,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Chocowinity,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Chocowinity,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Chocowinity,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Chocowinity,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM1,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM2,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM4,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM5,0,0.0000,0,0.0000,0,0.0000
111,100,Cypress Landing,Beaufort County,NC,EM6,0,0.0000,0,0.0000,0,0.0000
111,100,Pantego,Beaufort County,NC,EM1,60,0.2174,60,0.2174,60,0.2174
111,100,Pantego,Beaufort County,NC,EM2,60,1.0000,60,1.0000,60,1.0000
111,100,Pantego,Beaufort County,NC,EM3,0,0.0000,0,0.0000,0,0.0000
