GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
102,50,Beaufort County,NC,LC4,37,0.1582,20,0.0837,39,0.1665
102,50,Beaufort County,NC,LC5,12,0.1581,6,0.0768,13,0.1736
102,50,Beaufort County,NC,LC6,37,0.1616,33,0.1417,21,0.0896
102,50,Beaufort County,NC,LC7,7,0.1703,5,0.1182,7,0.1828
102,100,Beaufort County,NC,LC2,3,0.1791,3,0.1790,3,0.1575
102,100,Beaufort County,NC,LC3,44,0.1947,64,0.2836,28,0.1227
102,100,Beaufort County,NC,LC4,33,0.1420,16,0.0695,38,0.1610
102,100,Beaufort County,NC,LC5,12,0.1567,5,0.0665,13,0.1740
102,100,Beaufort County,NC,LC6,33,0.1438,36,0.1541,19,0.0841
102,100,Beaufort County,NC,LC7,6,0.1568,5,0.1265,7,0.1721
102,150,Beaufort County,NC,LC2,3,0.1541,3,0.1638,2,0.1389
102,150,Beaufort County,NC,LC3,35,0.1565,60,0.2643,26,0.1157
102,150,Beaufort County,NC,LC4,31,0.1312,13,0.0547,36,0.1542
102,150,Beaufort County,NC,LC5,11,0.1503,4,0.0596,12,0.1680
102,150,Beaufort County,NC,LC6,29,0.1241,33,0.1439,18,0.0786
102,150,Beaufort County,NC,LC7,6,0.1423,5,0.1213,6,0.1609
102,200,Beaufort County,NC,LC2,2,0.1153,2,0.1267,2,0.1262
102,200,Beaufort County,NC,LC3,30,0.1326,53,0.2358,25,0.1115
102,200,Beaufort County,NC,LC4,28,0.1189,12,0.0502,35,0.1510
102,200,Beaufort County,NC,LC5,10,0.1358,4,0.0478,12,0.1626
102,200,Beaufort County,NC,LC6,22,0.0966,27,0.1151,17,0.0749
102,200,Beaufort County,NC,LC7,5,0.1297,4,0.1070,6,0.1530
102,300,Beaufort County,NC,LC2,1,0.0682,1,0.0682,2,0.1074
102,300,Beaufort County,NC,LC3,13,0.0589,24,0.1052,21,0.0929
102,300,Beaufort County,NC,LC4,26,0.1119,12,0.0495,32,0.1372
102,300,Beaufort County,NC,LC5,10,0.1286,3,0.0468,11,0.1530
102,300,Beaufort County,NC,LC6,18,0.0764,15,0.0630,15,0.0644
102,300,Beaufort County,NC,LC7,4,0.1071,3,0.0778,5,0.1241
205,0,Beaufort County,NC,LC2,6,0.3238,5,0.2919,4,0.2432
205,0,Beaufort County,NC,LC3,62,0.2714,70,0.3079,31,0.1368
205,0,Beaufort County,NC,LC4,106,0.4513,37,0.1598,37,0.1569
205,0,Beaufort County,NC,LC5,36,0.4829,11,0.1528,12,0.1578
205,0,Beaufort County,NC,LC6,49,0.2119,60,0.2589,21,0.0907
