GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
102,150,Beaufort County,NC,RO4,209,0.1470,183,0.1284,206,0.1450
102,200,Beaufort County,NC,RO1,209,0.1242,180,0.1071,240,0.1430
102,200,Beaufort County,NC,RO2,1,0.0252,0,0.0061,6,0.1667
102,200,Beaufort County,NC,RO3,26,0.1161,22,0.1019,36,0.1656
102,200,Beaufort County,NC,RO4,182,0.1281,157,0.1105,198,0.1389
102,300,Beaufort County,NC,RO1,158,0.0940,106,0.0629,203,0.1209
102,300,Beaufort County,NC,RO2,1,0.0316,1,0.0151,6,0.1686
102,300,Beaufort County,NC,RO3,20,0.0924,15,0.0672,34,0.1543
102,300,Beaufort County,NC,RO4,137,0.0959,90,0.0635,163,0.1145
205,0,Beaufort County,NC,RO1,619,0.3681,412,0.2453,353,0.2101
205,0,Beaufort County,NC,RO2,6,0.1657,2,0.0653,21,0.5641
205,0,Beaufort County,NC,RO3,84,0.3815,62,0.2836,48,0.2179
205,0,Beaufort County,NC,RO4,529,0.3714,348,0.2441,284,0.1996
205,25,Beaufort County,NC,RO1,592,0.3521,388,0.2307,354,0.2106
205,25,Beaufort County,NC,RO2,6,0.1657,2,0.0655,21,0.5641
205,25,Beaufort County,NC,RO3,84,0.3820,59,0.2663,48,0.2174
205,25,Beaufort County,NC,RO4,502,0.3523,327,0.2295,285,0.2002
205,50,Beaufort County,NC,RO1,582,0.3465,359,0.2137,351,0.2090
205,50,Beaufort County,NC,RO2,6,0.1660,2,0.0664,21,0.5632
205,50,Beaufort County,NC,RO3,78,0.3550,54,0.2465,47,0.2152
205,50,Beaufort County,NC,RO4,498,0.3499,302,0.2124,283,0.1987
205,100,Beaufort County,NC,RO1,535,0.3186,287,0.1709,331,0.1968
205,100,Beaufort County,NC,RO2,6,0.1674,3,0.0696,21,0.5639
205,100,Beaufort County,NC,RO3,70,0.3184,44,0.2010,46,0.2095
205,100,Beaufort County,NC,RO4,459,0.3226,240,0.1689,264,0.1852
205,150,Beaufort County,NC,RO1,545,0.3244,229,0.1360,316,0.1882
205,150,Beaufort County,NC,RO2,17,0.4678,3,0.0755,21,0.5615
205,150,Beaufort County,NC,RO3,69,0.3131,36,0.1643,45,0.2031
205,150,Beaufort County,NC,RO4,459,0.3224,190,0.1332,251,0.1761
205,200,Beaufort County,NC,RO1,479,0.2850,186,0.1105,300,0.1786
205,200,Beaufort County,NC,RO2,7,0.1783,3,0.0818,21,0.5609
205,200,Beaufort County,NC,RO3,64,0.2904,34,0.1527,43,0.1943
205,200,Beaufort County,NC,RO4,409,0.2870,149,0.1048,237,0.1662
205,300,Beaufort County,NC,RO1,464,0.2760,149,0.0888,297,0.1766
205,300,Beaufort County,NC,RO2,7,0.2004,3,0.0868,21,0.5705
205,300,Beaufort County,NC,RO3,58,0.2634,26,0.1174,41,0.1880
205,300,Beaufort County,NC,RO4,398,0.2799,120,0.0844,234,0.1645
111,0,Bertie County,NC,RO1,2,0.0021,2,0.0021,2,0.0021
111,0,Bertie County,NC,RO2,1,0.0101,1,0.0101,1,0.0101
111,0,Bertie County,NC,RO3,1,0.0067,1,0.0067,1,0.0067
111,0,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0000
111,25,Bertie County,NC,RO1,2,0.0028,2,0.0028,2,0.0028
111,25,Bertie County,NC,RO2,1,0.0153,1,0.0153,1,0.0153
111,25,Bertie County,NC,RO3,1,0.0081,1,0.0081,1,0.0081
111,25,Bertie County,NC,RO4,0,0.0001,0,0.0001,0,0.0001
111,50,Bertie County,NC,RO1,3,0.0035,3,0.0035,3,0.0035
111,50,Bertie County,NC,RO2,1,0.0168,1,0.0168,1,0.0168
111,50,Bertie County,NC,RO3,1,0.0090,1,0.0090,1,0.0090
111,50,Bertie County,NC,RO4,0,0.0005,0,0.0005,0,0.0005
111,100,Bertie County,NC,RO1,6,0.0072,6,0.0072,6,0.0072
111,100,Bertie County,NC,RO2,1,0.0193,1,0.0193,1,0.0193
111,100,Bertie County,NC,RO3,3,0.0165,3,0.0165,3,0.0165
111,100,Bertie County,NC,RO4,2,0.0035,2,0.0035,2,0.0035
111,150,Bertie County,NC,RO1,10,0.0112,10,0.0112,10,0.0112
111,150,Bertie County,NC,RO2,2,0.0244,2,0.0244,2,0.0244
111,150,Bertie County,NC,RO3,3,0.0211,3,0.0211,3,0.0211
111,150,Bertie County,NC,RO4,5,0.0072,5,0.0072,5,0.0072
111,200,Bertie County,NC,RO1,16,0.0182,16,0.0182,16,0.0182
111,200,Bertie County,NC,RO2,4,0.0613,4,0.0613,4,0.0613
111,200,Bertie County,NC,RO3,4,0.0243,4,0.0243,4,0.0243
111,200,Bertie County,NC,RO4,7,0.0119,7,0.0119,7,0.0119
111,300,Bertie County,NC,RO1,27,0.0317,27,0.0317,27,0.0317
111,300,Bertie County,NC,RO2,7,0.1031,7,0.1031,7,0.1031
111,300,Bertie County,NC,RO3,6,0.0362,6,0.0362,6,0.0362
111,300,Bertie County,NC,RO4,14,0.0227,14,0.0227,14,0.0227
000,0,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,0,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,0,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,0,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,25,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,25,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,25,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,25,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,50,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,50,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,50,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,50,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,100,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,100,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,100,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,100,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,150,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,150,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,150,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,150,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,200,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,200,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,200,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,200,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
000,300,Bertie County,NC,RO1,0,0.0000,0,0.0000,0,0.0001
000,300,Bertie County,NC,RO2,0,0.0000,0,0.0000,0,0.0006
000,300,Bertie County,NC,RO3,0,0.0000,0,0.0000,0,0.0000
000,300,Bertie County,NC,RO4,0,0.0000,0,0.0000,0,0.0001
001,0,Bertie County,NC,RO1,33,0.0379,9,0.0104,228,0.2640
001,0,Bertie County,NC,RO2,2,0.0267,1,0.0189,16,0.2252
001,0,Bertie County,NC,RO3,4,0.0240,1,0.0050,38,0.2310
001,0,Bertie County,NC,RO4,27,0.0428,7,0.0109,174,0.2769
001,25,Bertie County,NC,RO1,33,0.0377,9,0.0105,223,0.2582
001,25,Bertie County,NC,RO2,1,0.0216,1,0.0136,15,0.2200
001,25,Bertie County,NC,RO3,4,0.0228,1,0.0038,37,0.2232
001,25,Bertie County,NC,RO4,27,0.0434,8,0.0119,171,0.2716
001,50,Bertie County,NC,RO1,33,0.0378,9,0.0108,228,0.2643
001,50,Bertie County,NC,RO2,1,0.0201,1,0.0123,15,0.2185
001,50,Bertie County,NC,RO3,4,0.0226,1,0.0041,38,0.2296
001,50,Bertie County,NC,RO4,28,0.0438,8,0.0124,175,0.2784
001,100,Bertie County,NC,RO1,33,0.0378,10,0.0115,223,0.2579
001,100,Bertie County,NC,RO2,1,0.0191,1,0.0113,15,0.2181
001,100,Bertie County,NC,RO3,4,0.0221,1,0.0038,37,0.2220
001,100,Bertie County,NC,RO4,28,0.0440,8,0.0135,171,0.2717
001,150,Bertie County,NC,RO1,34,0.0391,11,0.0130,224,0.2596
001,150,Bertie County,NC,RO2,1,0.0178,1,0.0104,15,0.2187
001,150,Bertie County,NC,RO3,4,0.0236,1,0.0047,37,0.2250
001,150,Bertie County,NC,RO4,29,0.0456,10,0.0154,172,0.2731
001,200,Bertie County,NC,RO1,35,0.0402,12,0.0138,226,0.2615
001,200,Bertie County,NC,RO2,1,0.0199,1,0.0090,15,0.2186
001,200,Bertie County,NC,RO3,4,0.0271,1,0.0082,38,0.2296
001,200,Bertie County,NC,RO4,29,0.0458,10,0.0158,173,0.2746
001,300,Bertie County,NC,RO1,36,0.0415,13,0.0156,228,0.2637
001,300,Bertie County,NC,RO2,3,0.0379,2,0.0287,16,0.2285
001,300,Bertie County,NC,RO3,5,0.0319,2,0.0107,38,0.2326
001,300,Bertie County,NC,RO4,28,0.0444,10,0.0154,173,0.2758
102,0,Bertie County,NC,RO1,61,0.0706,31,0.0355,171,0.1979
102,0,Bertie County,NC,RO2,3,0.0457,1,0.0127,21,0.3009
