SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
020,0,Beaufort County,NC,RE20,13439,0.5579,10191,0.4230,17187,0.7135
020,0,Beaufort County,NC,RE21,10459,0.5383,7857,0.4044,13628,0.7014
020,0,Beaufort County,NC,RE22,2981,0.6397,2334,0.5010,3559,0.7637
020,25,Beaufort County,NC,RE1,24005,0.5376,18096,0.4053,31259,0.7001
020,25,Beaufort County,NC,RE3,16011,0.5084,11772,0.3738,21601,0.6859
020,25,Beaufort County,NC,RE4,6862,0.6273,5619,0.5136,8120,0.7423
020,25,Beaufort County,NC,RE5,358,0.5022,254,0.3566,491,0.6897
020,25,Beaufort County,NC,RE6,160,0.5429,119,0.4052,203,0.6889
020,25,Beaufort County,NC,RE7,28,0.5755,22,0.4513,34,0.7110
020,25,Beaufort County,NC,RE8,1600,0.5132,1078,0.3458,2150,0.6895
020,25,Beaufort County,NC,RE2,1777,0.5176,1202,0.3500,2395,0.6976
020,25,Beaufort County,NC,RE20,13676,0.5677,10634,0.4414,17260,0.7165
020,25,Beaufort County,NC,RE21,10648,0.5480,8192,0.4216,13687,0.7044
020,25,Beaufort County,NC,RE22,3028,0.6497,2442,0.5241,3573,0.7667
020,50,Beaufort County,NC,RE1,24557,0.5500,18887,0.4230,31381,0.7028
020,50,Beaufort County,NC,RE3,16429,0.5217,12306,0.3908,21694,0.6889
020,50,Beaufort County,NC,RE4,6954,0.6357,5827,0.5326,8143,0.7444
020,50,Beaufort County,NC,RE5,366,0.5147,265,0.3727,493,0.6920
020,50,Beaufort County,NC,RE6,164,0.5569,124,0.4235,203,0.6919
020,50,Beaufort County,NC,RE7,28,0.5827,23,0.4717,34,0.7138
020,50,Beaufort County,NC,RE8,1653,0.5302,1141,0.3659,2159,0.6925
020,50,Beaufort County,NC,RE2,1837,0.5352,1271,0.3702,2405,0.7006
020,50,Beaufort County,NC,RE20,13964,0.5797,11067,0.4594,17326,0.7192
020,50,Beaufort County,NC,RE21,10876,0.5597,8531,0.4390,13739,0.7071
020,50,Beaufort County,NC,RE22,3089,0.6628,2536,0.5442,3587,0.7697
020,100,Beaufort County,NC,RE1,25520,0.5715,20937,0.4689,31632,0.7084
020,100,Beaufort County,NC,RE3,17183,0.5456,13695,0.4349,21880,0.6948
020,100,Beaufort County,NC,RE4,7103,0.6493,6320,0.5777,8199,0.7494
020,100,Beaufort County,NC,RE5,382,0.5363,298,0.4191,497,0.6976
020,100,Beaufort County,NC,RE6,169,0.5751,136,0.4642,205,0.6970
020,100,Beaufort County,NC,RE7,29,0.5983,25,0.5230,35,0.7189
020,100,Beaufort County,NC,RE8,1732,0.5555,1341,0.4301,2176,0.6977
020,100,Beaufort County,NC,RE2,1926,0.5609,1492,0.4345,2423,0.7058
020,100,Beaufort County,NC,RE20,14468,0.6006,12162,0.5048,17455,0.7246
020,100,Beaufort County,NC,RE21,11274,0.5802,9396,0.4836,13835,0.7121
020,100,Beaufort County,NC,RE22,3194,0.6853,2766,0.5935,3620,0.7767
020,150,Beaufort County,NC,RE1,26254,0.5880,22781,0.5102,31840,0.7131
020,150,Beaufort County,NC,RE3,17765,0.5641,15065,0.4784,22027,0.6995
020,150,Beaufort County,NC,RE4,7222,0.6602,6659,0.6087,8252,0.7543
020,150,Beaufort County,NC,RE5,392,0.5510,329,0.4623,501,0.7033
020,150,Beaufort County,NC,RE6,172,0.5867,148,0.5023,206,0.7019
020,150,Beaufort County,NC,RE7,30,0.6211,26,0.5502,35,0.7238
020,150,Beaufort County,NC,RE8,1785,0.5725,1506,0.4831,2189,0.7021
020,150,Beaufort County,NC,RE2,1983,0.5776,1673,0.4873,2438,0.7103
020,150,Beaufort County,NC,RE20,14852,0.6165,13097,0.5437,17564,0.7291
020,150,Beaufort County,NC,RE21,11590,0.5965,10153,0.5226,13921,0.7165
020,150,Beaufort County,NC,RE22,3262,0.6999,2944,0.6318,3643,0.7818
020,200,Beaufort County,NC,RE1,26764,0.5994,24316,0.5446,32145,0.7199
020,200,Beaufort County,NC,RE3,18158,0.5766,16240,0.5157,22253,0.7066
020,200,Beaufort County,NC,RE4,7314,0.6686,6919,0.6324,8316,0.7602
020,200,Beaufort County,NC,RE5,400,0.5618,356,0.4998,505,0.7092
020,200,Beaufort County,NC,RE6,176,0.5969,159,0.5417,208,0.7086
020,200,Beaufort County,NC,RE7,30,0.6309,27,0.5729,35,0.7300
020,200,Beaufort County,NC,RE8,1823,0.5846,1636,0.5246,2211,0.7092
020,200,Beaufort County,NC,RE2,2022,0.5890,1818,0.5295,2462,0.7171
020,200,Beaufort County,NC,RE20,15117,0.6275,13886,0.5764,17719,0.7355
020,200,Beaufort County,NC,RE21,11798,0.6072,10779,0.5548,14050,0.7231
020,200,Beaufort County,NC,RE22,3319,0.7123,3107,0.6667,3669,0.7873
020,300,Beaufort County,NC,RE1,27558,0.6172,25962,0.5814,32996,0.7390
020,300,Beaufort County,NC,RE3,18765,0.5959,17502,0.5558,22875,0.7264
020,300,Beaufort County,NC,RE4,7467,0.6826,7205,0.6586,8504,0.7773
020,300,Beaufort County,NC,RE5,413,0.5805,386,0.5418,516,0.7243
020,300,Beaufort County,NC,RE6,181,0.6158,170,0.5775,214,0.7291
020,300,Beaufort County,NC,RE7,31,0.6476,30,0.6164,36,0.7488
020,300,Beaufort County,NC,RE8,1877,0.6020,1770,0.5675,2271,0.7282
020,300,Beaufort County,NC,RE2,2079,0.6056,1963,0.5718,2527,0.7362
020,300,Beaufort County,NC,RE20,15516,0.6441,14732,0.6115,18150,0.7534
020,300,Beaufort County,NC,RE21,12119,0.6237,11467,0.5902,14415,0.7419
020,300,Beaufort County,NC,RE22,3397,0.7290,3265,0.7006,3735,0.8014
100,0,Beaufort County,NC,RE1,26404,0.5913,22280,0.4990,32404,0.7257
100,0,Beaufort County,NC,RE3,17870,0.5674,14648,0.4651,22444,0.7127
100,0,Beaufort County,NC,RE4,7256,0.6633,6605,0.6037,8363,0.7645
100,0,Beaufort County,NC,RE5,396,0.5555,324,0.4547,510,0.7166
100,0,Beaufort County,NC,RE6,174,0.5925,147,0.5017,210,0.7144
100,0,Beaufort County,NC,RE7,29,0.6134,26,0.5479,35,0.7332
100,0,Beaufort County,NC,RE8,1798,0.5767,1468,0.4710,2237,0.7176
100,0,Beaufort County,NC,RE2,1998,0.5819,1633,0.4758,2492,0.7260
100,0,Beaufort County,NC,RE20,14899,0.6185,12792,0.5310,17816,0.7396
100,0,Beaufort County,NC,RE21,11651,0.5997,9952,0.5122,14149,0.7282
